Origin_School,Destination_School,Distance
Trinity (CT),Washington & Jefferson,494
Washington & Jefferson,Trinity (CT),494
Messiah,Trine,493
Ohio Wesleyan,UW-Oshkosh,493
UW-Oshkosh,Ohio Wesleyan,493
Trine,Messiah,493
Calvin,Wartburg,491
Wartburg,Calvin,491
Catholic,Mass-Dartmouth,490
Mass-Dartmouth,Catholic,490
Mass-Dartmouth,Mt. St. Mary,490
Cortland,Ohio Wesleyan,489
Ohio Wesleyan,Cortland,489
Ohio Wesleyan,Ripon,489
Randolph-Macon,Piedmont,489
Ripon,Ohio Wesleyan,489
Piedmont,Randolph-Macon,489
Baldwin Wallace,Vassar,488
Vassar,Baldwin Wallace,488
Centre,UW-Whitewater,484
Amherst,Randolph-Macon,484
Randolph-Macon,Amherst,484
UW-Whitewater,Centre,484
Baldwin Wallace,Merchant Marine,482
Merchant Marine,Baldwin Wallace,482
Brockport St.,Randolph-Macon,481
Randolph-Macon,Brockport St.,481
Randolph-Macon,SUNY Cobleskill,481
Trinity (CT),La Roche,481
La Roche,Trinity (CT),481
SUNY Cobleskill,Randolph-Macon,481
St. Joseph (CT),La Roche,480
Christopher Newport,Vassar,480
Gettysburg,Trine,480
Vassar,Christopher Newport,480
La Roche,St. Joseph (CT),480
Trine,Gettysburg,480
Randolph-Macon,Smith,479
Smith,Randolph-Macon,479
Mass-Dartmouth,Gettysburg,478
Gettysburg,Mass-Dartmouth,478
UW-Whitewater,Transylvania,478
Transylvania,UW-Whitewater,478
Wartburg,Trine,476
Trine,Wartburg,476
Principia,UW-Stevens Point,475
Vassar,Southern Virginia,475
UW-Stevens Point,Principia,475
Southern Virginia,Vassar,475
Wisconsin Lutheran,Centre,474
Centre,Wisconsin Lutheran,472
Gustavus Adolphus,Illinois Wesleyan,472
Illinois Wesleyan,Gustavus Adolphus,472
St. Joseph (CT),Carnegie Mellon,471
Carnegie Mellon,Trinity (CT),471
Carnegie Mellon,St. Joseph (CT),471
Trinity (CT),Carnegie Mellon,471
Vassar,Washington & Lee,471
Washington & Lee,Vassar,471
Baldwin Wallace,Brooklyn College,470
Brooklyn College,Baldwin Wallace,470
SUNY Geneseo,Southern Virginia,470
Southern Virginia,SUNY Geneseo,470
Mt. St. Mary,Baldwin Wallace,469
SUNY Geneseo,Washington & Lee,466
Washington & Jefferson,SUNY Cobleskill,466
Washington & Lee,SUNY Geneseo,466
Wisconsin Lutheran,Transylvania,466
Transylvania,Wisconsin Lutheran,466
SUNY Cobleskill,Washington & Jefferson,466
Calvin,UW-La Crosse,464
UW-La Crosse,Calvin,464
Catholic,Endicott,464
Cortland,Southern Virginia,464
Southern Virginia,Cortland,464
Gallaudet,Endicott,463
Randolph-Macon,Western New England,463
Western New England,Randolph-Macon,463
Endicott,Catholic,463
Endicott,Gallaudet,463
Baldwin Wallace,NYU,462
Bethel,Illinois Wesleyan,462
Mass-Dartmouth,Elizabethtown,462
Elizabethtown,Mass-Dartmouth,462
NYU,Baldwin Wallace,462
La Roche,SUNY Cobleskill,461
Stevens,Baldwin Wallace,460
Baldwin Wallace,Stevens,460
Baldwin Wallace,SUNY Cobleskill,460
Cortland,Washington & Lee,460
Mass-Dartmouth,Johns Hopkins,460
Illinois Wesleyan,Bethel,460
Johns Hopkins,Mass-Dartmouth,460
Washington & Lee,Cortland,460
Mt. St. Mary,Christopher Newport,460
SUNY Cobleskill,Baldwin Wallace,460
UW-La Crosse,DePauw,459
DePauw,UW-La Crosse,459
Ohio Wesleyan,Scranton,459
Scranton,Ohio Wesleyan,459
Calvin,Transylvania,458
Transylvania,Calvin,458
Mass-Dartmouth,Messiah,457
Messiah,Mass-Dartmouth,457
Bates,Cortland,456
Cortland,Bates,456
Immaculata,Endicott,456
Mt. St. Mary,Southern Virginia,456
Endicott,Immaculata,456
Baldwin Wallace,Randolph-Macon,454
Randolph-Macon,Baldwin Wallace,454
Bowdoin,Cortland,452
Cortland,Bowdoin,452
Mt. St. Mary,Washington & Lee,452
Gettysburg,Endicott,450
Montclair St.,Baldwin Wallace,449
UW-La Crosse,Trine,449
Baldwin Wallace,Montclair St.,449
Trine,UW-La Crosse,449
Calvin,UW-Stevens Point,448
UW-Stevens Point,Calvin,448
Endicott,Gettysburg,448
Bridgewater St.,Immaculata,447
Immaculata,Bridgewater St.,447
SUNY Cobleskill,La Roche,447
Catholic,Tufts,446
Tufts,Catholic,446
Gallaudet,Tufts,445
Baldwin Wallace,Illinois Wesleyan,445
DePauw,Wartburg,445
Illinois Wesleyan,Baldwin Wallace,445
Tufts,Gallaudet,445
Wartburg,DePauw,445
Calvin,SUNY Geneseo,444
Principia,Ohio Wesleyan,443
Baldwin Wallace,UW-Whitewater,443
SUNY Geneseo,Calvin,443
Ohio Wesleyan,Principia,443
UW-Whitewater,Baldwin Wallace,443
Bridgewater St.,Catholic,441
Catholic,Bridgewater St.,441
Gallaudet,Bridgewater St.,440
Bridgewater St.,Gallaudet,440
DePauw,UW-Stevens Point,440
Immaculata,Tufts,440
Tufts,Immaculata,440
Merchant Marine,Southern Virginia,440
UW-Stevens Point,DePauw,440
Southern Virginia,Merchant Marine,440
Baldwin Wallace,Southern Virginia,439
Southern Virginia,Baldwin Wallace,439
Principia,UW-Oshkosh,437
St. Joseph (CT),Randolph-Macon,437
Carnegie Mellon,SUNY Cobleskill,437
Randolph-Macon,Trinity (CT),437
Randolph-Macon,St. Joseph (CT),437
Trinity (CT),Randolph-Macon,437
Merchant Marine,Washington & Lee,437
Washington & Lee,Merchant Marine,437
UW-Oshkosh,Principia,437
SUNY Cobleskill,Carnegie Mellon,437
Brockport St.,Endicott,436
Endicott,Brockport St.,436
SUNY Geneseo,Endicott,435
Endicott,SUNY Geneseo,435
Calvin,Washington & Jefferson,434
Washington & Jefferson,Calvin,434
Baldwin Wallace,Washington & Lee,433
Baldwin Wallace,Wisconsin Lutheran,433
Brockport St.,Trine,433
SUNY Geneseo,Randolph-Macon,433
Washington & Lee,Baldwin Wallace,433
Wisconsin Lutheran,Baldwin Wallace,433
Trine,Brockport St.,433
Gettysburg,Tufts,432
Randolph-Macon,SUNY Geneseo,432
Tufts,Gettysburg,432
UW-Stevens Point,Trine,432
Trine,UW-Stevens Point,432
Johns Hopkins,Endicott,431
Endicott,Johns Hopkins,430
Principia,Ripon,428
Bridgewater St.,Gettysburg,428
Gettysburg,Bridgewater St.,428
Ripon,Principia,428
Gallaudet,Ohio Wesleyan,427
Bridgewater St.,Brockport St.,427
Brockport St.,Bridgewater St.,427
Cortland,Randolph-Macon,427
Ohio Wesleyan,Gallaudet,427
Randolph-Macon,Cortland,427
Vassar,Washington & Jefferson,426
Washington & Jefferson,Vassar,426
Bridgewater St.,SUNY Geneseo,425
SUNY Geneseo,Bridgewater St.,425
SUNY Geneseo,Trine,425
Johns Hopkins,Ohio Wesleyan,425
Ohio Wesleyan,Johns Hopkins,425
Trine,SUNY Geneseo,425
Principia,Trine,424
Trine,Principia,424
Calvin,Brockport St.,423
Brockport St.,Calvin,423
Bates,Scranton,422
Ohio Wesleyan,Mt. St. Mary,422
Scranton,Bates,422
Catholic,Ohio Wesleyan,421
Christopher Newport,Merchant Marine,421
Messiah,Endicott,421
Ohio Wesleyan,Catholic,421
Merchant Marine,Christopher Newport,421
Brooklyn College,Southern Virginia,420
Southern Virginia,Brooklyn College,420
Centre,La Roche,419
Ohio Wesleyan,UW-Whitewater,419
UW-Whitewater,Ohio Wesleyan,419
La Roche,Centre,419
Endicott,Messiah,419
Bowdoin,Scranton,418
DePauw,La Roche,418
Elizabethtown,Endicott,418
Scranton,Bowdoin,418
Tufts,SUNY Geneseo,418
La Roche,DePauw,418
Brockport St.,Tufts,417
Brooklyn College,Washington & Lee,417
SUNY Geneseo,Tufts,417
Tufts,Brockport St.,417
Washington & Lee,Brooklyn College,417
Piedmont,Southern Virginia,417
Southern Virginia,Piedmont,417
Washington & Lee,Piedmont,416
Endicott,Elizabethtown,416
Piedmont,Washington & Lee,416
Christopher Newport,La Roche,415
La Roche,Christopher Newport,415
Johns Hopkins,Tufts,414
Tufts,Johns Hopkins,414
NYU,Southern Virginia,413
Southern Virginia,NYU,413
Stevens,Southern Virginia,411
Carnegie Mellon,DePauw,411
DePauw,Carnegie Mellon,411
Ohio Wesleyan,Elizabethtown,411
Southern Virginia,Stevens,411
Calvin,Carnegie Mellon,410
Centre,Carnegie Mellon,410
Carnegie Mellon,Calvin,410
Carnegie Mellon,Centre,410
Ohio Wesleyan,Wisconsin Lutheran,410
Wisconsin Lutheran,Ohio Wesleyan,410
Bridgewater St.,Johns Hopkins,409
Elizabethtown,Ohio Wesleyan,409
Johns Hopkins,Bridgewater St.,409
NYU,Washington & Lee,409
Washington & Lee,NYU,409
Vassar,La Roche,408
La Roche,Vassar,408
Stevens,Washington & Lee,407
Washington & Lee,Stevens,407
Mt. St. Mary,Washington & Jefferson,407
Montclair St.,Southern Virginia,406
Carnegie Mellon,Christopher Newport,406
Christopher Newport,Carnegie Mellon,406
Merchant Marine,Washington & Jefferson,406
Merchant Marine,La Roche,406
Washington & Jefferson,Merchant Marine,406
La Roche,Merchant Marine,406
Southern Virginia,Montclair St.,406
Christopher Newport,Scranton,404
Scranton,Christopher Newport,404
Christopher Newport,Washington & Jefferson,403
Messiah,Tufts,403
Tufts,Messiah,403
Washington & Jefferson,Christopher Newport,403
Montclair St.,Washington & Lee,402
Randolph-Macon,Vassar,402
Vassar,Randolph-Macon,402
Washington & Lee,Montclair St.,402
Calvin,La Roche,401
La Roche,Calvin,401
Elizabethtown,Tufts,400
Tufts,Elizabethtown,400
Centre,Southern Virginia,399
Southern Virginia,Centre,399
Montclair St.,Christopher Newport,398
Bridgewater St.,Messiah,398
Brooklyn College,Christopher Newport,398
Carnegie Mellon,Merchant Marine,398
Christopher Newport,Brooklyn College,398
Christopher Newport,Montclair St.,398
Messiah,Bridgewater St.,398
NYU,Christopher Newport,398
Merchant Marine,Carnegie Mellon,398
Carnegie Mellon,Vassar,397
Vassar,Carnegie Mellon,397
Stevens,Christopher Newport,396
Christopher Newport,Stevens,396
Christopher Newport,NYU,395
Elizabethtown,Bridgewater St.,395
Gallaudet,Brockport St.,394
Gallaudet,SUNY Cobleskill,394
Bridgewater St.,Elizabethtown,394
Brockport St.,Catholic,394
Brockport St.,Gallaudet,394
Catholic,Brockport St.,394
Illinois Wesleyan,UW-Stout,394
UW-Stout,Illinois Wesleyan,394
SUNY Cobleskill,Gallaudet,394
Centre,Washington & Lee,393
Washington & Lee,Centre,393
Catholic,SUNY Cobleskill,392
SUNY Cobleskill,Catholic,392
Gallaudet,Amherst,391
Amherst,Catholic,391
Amherst,Gallaudet,391
Amherst,Mt. St. Mary,391
Catholic,Amherst,391
Brooklyn College,La Roche,388
La Roche,Brooklyn College,388
Mt. St. Mary,La Roche,388
Messiah,Ohio Wesleyan,387
Ohio Wesleyan,Messiah,387
UW-Superior,Wisconsin Lutheran,387
Wisconsin Lutheran,UW-Superior,387
Brooklyn College,Washington & Jefferson,386
Mass-Dartmouth,Immaculata,386
Immaculata,Mass-Dartmouth,386
Washington & Jefferson,Brooklyn College,386
Catholic,Smith,385
Cortland,La Roche,385
Washington & Jefferson,Centre,385
La Roche,Cortland,385
Gallaudet,Smith,384
Smith,Catholic,384
Smith,Gallaudet,384
Smith,Mt. St. Mary,384
Baldwin Wallace,Cortland,383
Brockport St.,Mass-Dartmouth,383
Cortland,Baldwin Wallace,383
Mass-Dartmouth,Brockport St.,383
Mt. St. Mary,Randolph-Macon,383
Centre,Washington & Jefferson,382
Amherst,Immaculata,382
Immaculata,Amherst,382
Christopher Newport,Immaculata,381
DePauw,Washington & Jefferson,381
Immaculata,Christopher Newport,381
Washington & Jefferson,DePauw,381
La Roche,Transylvania,380
Transylvania,La Roche,380
Brooklyn College,Carnegie Mellon,379
Carnegie Mellon,Brooklyn College,379
NYU,La Roche,379
La Roche,NYU,379
Carnegie Mellon,Mt. St. Mary,378
Gettysburg,Amherst,378
Ohio Wesleyan,Southern Virginia,378
Mt. St. Mary,Carnegie Mellon,378
Southern Virginia,Ohio Wesleyan,378
Stevens,La Roche,377
NYU,Washington & Jefferson,377
Washington & Jefferson,NYU,377
La Roche,Stevens,377
Gallaudet,Baldwin Wallace,376
Stevens,Washington & Jefferson,376
Amherst,Gettysburg,376
Baldwin Wallace,Gallaudet,376
Mass-Dartmouth,SUNY Geneseo,376
SUNY Geneseo,Mass-Dartmouth,376
Immaculata,Smith,376
Smith,Immaculata,376
Washington & Jefferson,Stevens,376
Principia,Wisconsin Lutheran,375
Ohio Wesleyan,Gettysburg,375
Wisconsin Lutheran,Principia,375
Baldwin Wallace,Johns Hopkins,374
Baldwin Wallace,Scranton,374
Brockport St.,Merchant Marine,374
Johns Hopkins,Baldwin Wallace,374
Scranton,Baldwin Wallace,374
Merchant Marine,Brockport St.,374
Gettysburg,Ohio Wesleyan,373
Montclair St.,La Roche,372
Brockport St.,Ohio Wesleyan,372
Carnegie Mellon,Transylvania,372
Ohio Wesleyan,Brockport St.,372
La Roche,Montclair St.,372
Montclair St.,Washington & Jefferson,370
Baldwin Wallace,Catholic,370
Carnegie Mellon,NYU,370
Catholic,Baldwin Wallace,370
Catholic,Western New England,370
NYU,Carnegie Mellon,370
Ohio Wesleyan,Washington & Lee,370
Washington & Jefferson,Montclair St.,370
Washington & Lee,Ohio Wesleyan,370
Western New England,Catholic,370
Transylvania,Carnegie Mellon,370
Gallaudet,Western New England,369
Carnegie Mellon,Stevens,369
Gettysburg,Smith,369
Smith,Gettysburg,369
Western New England,Gallaudet,369
Principia,Transylvania,368
Centre,Illinois Wesleyan,368
Stevens,Carnegie Mellon,368
Illinois Wesleyan,Centre,368
Transylvania,Principia,368
Gustavus Adolphus,Wisconsin Lutheran,367
Wisconsin Lutheran,Gustavus Adolphus,367
Cortland,Washington & Jefferson,366
Washington & Jefferson,Cortland,366
Brockport St.,Brooklyn College,364
Brooklyn College,Brockport St.,364
SUNY Geneseo,Ohio Wesleyan,364
Ohio Wesleyan,SUNY Geneseo,364
Scranton,Southern Virginia,364
Southern Virginia,Scranton,364
Montclair St.,Carnegie Mellon,363
Carnegie Mellon,Montclair St.,363
Illinois Wesleyan,Transylvania,363
Transylvania,Southern Virginia,363
Southern Virginia,Transylvania,363
Transylvania,Illinois Wesleyan,362
Calvin,Ripon,361
Calvin,UW-Oshkosh,361
Montclair St.,Bates,361
Bates,Montclair St.,361
Immaculata,Western New England,361
Ripon,Calvin,361
Scranton,Washington & Lee,361
Washington & Lee,Scranton,361
Western New England,Immaculata,361
UW-Oshkosh,Calvin,361
UW-Superior,UW-Whitewater,361
UW-Whitewater,UW-Superior,361
Mass-Dartmouth,Scranton,360
Piedmont,Transylvania,360
Transylvania,Piedmont,360
Amherst,Johns Hopkins,359
Johns Hopkins,Amherst,359
St. Joseph (CT),Brockport St.,358
Brockport St.,St. Joseph (CT),358
SUNY Geneseo,St. Joseph (CT),358
Centre,Baldwin Wallace,357
Montclair St.,Bowdoin,357
St. Joseph (CT),SUNY Geneseo,357
Baldwin Wallace,Centre,357
Bowdoin,Montclair St.,357
Brockport St.,Trinity (CT),357
Gettysburg,Western New England,357
Trinity (CT),Brockport St.,357
Washington & Lee,Transylvania,357
Western New England,Gettysburg,357
Transylvania,Washington & Lee,357
SUNY Geneseo,Trinity (CT),356
Illinois Wesleyan,Ohio Wesleyan,356
Ohio Wesleyan,Illinois Wesleyan,356
Trinity (CT),SUNY Geneseo,356
Brockport St.,Johns Hopkins,355
Johns Hopkins,Brockport St.,355
Johns Hopkins,SUNY Cobleskill,355
SUNY Cobleskill,Johns Hopkins,355
DePauw,UW-Oshkosh,354
UW-Oshkosh,DePauw,354
Baldwin Wallace,DePauw,353
Bates,Brooklyn College,353
Brockport St.,NYU,353
Brooklyn College,Bates,353
DePauw,Baldwin Wallace,353
Johns Hopkins,Smith,353
NYU,Brockport St.,353
Stevens,Brockport St.,352
Brockport St.,Stevens,352
DePauw,Ripon,352
Ripon,DePauw,352
Wartburg,UW-Superior,352
UW-Superior,Wartburg,352
Smith,Johns Hopkins,351
Cortland,Endicott,349
NYU,Bates,349
Bowdoin,Brooklyn College,348
Brooklyn College,Bowdoin,348
Elizabethtown,Baldwin Wallace,348
Messiah,Amherst,348
Endicott,Cortland,348
Stevens,Bates,347
Amherst,Messiah,347
Baldwin Wallace,Elizabethtown,347
Baldwin Wallace,Mt. St. Mary,347
Bates,Stevens,347
Trinity (CT),Mt. St. Mary,347
Centre,Trine,346
Bates,NYU,346
Elizabethtown,Amherst,346
Randolph-Macon,Merchant Marine,346
Merchant Marine,Randolph-Macon,346
Trine,Centre,346
Gallaudet,SUNY Geneseo,345
Bates,SUNY Cobleskill,345
SUNY Geneseo,Gallaudet,345
NYU,Bowdoin,345
UW-Oshkosh,Trine,345
East Texas Baptist,Texas Lutheran,345
Texas Lutheran,East Texas Baptist,345
Trine,UW-Oshkosh,345
SUNY Cobleskill,Bates,345
Gallaudet,St. Joseph (CT),344
St. Joseph (CT),Catholic,344
Amherst,Elizabethtown,344
Catholic,Trinity (CT),344
Catholic,St. Joseph (CT),344
Ripon,Trine,344
Trine,Ripon,344
Gallaudet,Trinity (CT),343
Catholic,SUNY Geneseo,343
SUNY Geneseo,Catholic,343
Trinity (CT),Gallaudet,343
Washington & Jefferson,Transylvania,343
Transylvania,Washington & Jefferson,343
Centre,Piedmont,342
St. Joseph (CT),Gallaudet,342
Amherst,Brockport St.,342
Brockport St.,Amherst,342
Trinity (CT),Catholic,342
Piedmont,Centre,342
Stevens,Bowdoin,341
Amherst,SUNY Geneseo,341
Bates,Merchant Marine,341
Bowdoin,NYU,341
Bowdoin,Stevens,341
SUNY Geneseo,Amherst,341
Merchant Marine,Bates,341
Principia,UW-Whitewater,340
Montclair St.,Brockport St.,340
Bowdoin,SUNY Cobleskill,340
Brockport St.,Montclair St.,340
Carnegie Mellon,Cortland,340
Catholic,Cortland,340
Cortland,Carnegie Mellon,340
Cortland,Catholic,340
SUNY Geneseo,Merchant Marine,340
Messiah,Smith,340
Smith,Messiah,340
Merchant Marine,SUNY Geneseo,340
UW-Whitewater,Principia,340
SUNY Cobleskill,Bowdoin,340
Gallaudet,Cortland,339
Bridgewater St.,Cortland,339
Cortland,Bridgewater St.,339
Cortland,Gallaudet,339
Gustavus Adolphus,UW-Whitewater,338
Johns Hopkins,Western New England,338
Randolph-Macon,La Roche,338
Western New England,Johns Hopkins,338
UW-Whitewater,Gustavus Adolphus,338
La Roche,Randolph-Macon,338
Bowdoin,Merchant Marine,337
Elizabethtown,Smith,337
Smith,Elizabethtown,337
Merchant Marine,Bowdoin,337
McMurry,East Texas Baptist,336
Brockport St.,Smith,336
Smith,Brockport St.,336
East Texas Baptist,McMurry,336
SUNY Geneseo,Smith,335
Smith,SUNY Geneseo,335
Principia,Wartburg,333
UW-La Crosse,Illinois Wesleyan,333
Bethel,Wisconsin Lutheran,333
Brockport St.,Western New England,333
Illinois Wesleyan,UW-La Crosse,333
Immaculata,St. Joseph (CT),333
Wartburg,Principia,333
Western New England,Brockport St.,333
Wisconsin Lutheran,Bethel,333
Bates,Vassar,332
SUNY Geneseo,Western New England,332
Vassar,Bates,332
Western New England,SUNY Geneseo,332
St. Joseph (CT),Immaculata,331
St. Joseph (CT),Gettysburg,331
Cortland,Tufts,331
Gettysburg,Trinity (CT),331
Gettysburg,St. Joseph (CT),331
Immaculata,Trinity (CT),331
Trinity (CT),Immaculata,331
Tufts,Cortland,331
UW-Oshkosh,UW-Superior,331
UW-Superior,UW-Oshkosh,331
Immaculata,Ohio Wesleyan,330
Ohio Wesleyan,Immaculata,330
Carnegie Mellon,Randolph-Macon,329
Randolph-Macon,Carnegie Mellon,329
La Roche,Southern Virginia,329
Brooklyn College,SUNY Geneseo,328
SUNY Geneseo,Brooklyn College,328
Mt. St. Mary,Bates,328
Southern Virginia,La Roche,328
Bowdoin,Vassar,327
Messiah,Western New England,327
Randolph-Macon,Scranton,327
Scranton,Randolph-Macon,327
Trinity (CT),Gettysburg,327
Vassar,Bowdoin,327
Messiah,Baldwin Wallace,326
Elizabethtown,Western New England,325
Randolph-Macon,Washington & Jefferson,325
Washington & Jefferson,Randolph-Macon,325
Washington & Lee,La Roche,325
Western New England,Messiah,325
La Roche,Washington & Lee,325
Baldwin Wallace,Messiah,324
Mt. St. Mary,Bowdoin,324
Brockport St.,Vassar,323
Vassar,Brockport St.,323
Washington & Jefferson,Trine,323
Western New England,Elizabethtown,323
Trine,Washington & Jefferson,323
Brooklyn College,Randolph-Macon,321
NYU,Randolph-Macon,321
Randolph-Macon,Brooklyn College,321
Randolph-Macon,NYU,321
Montclair St.,Randolph-Macon,319
Stevens,Randolph-Macon,319
SUNY Geneseo,NYU,319
NYU,SUNY Geneseo,319
Randolph-Macon,Montclair St.,319
Randolph-Macon,Stevens,319
Baldwin Wallace,Transylvania,318
Scranton,Mass-Dartmouth,318
Transylvania,Baldwin Wallace,318
Stevens,SUNY Geneseo,317
Brockport St.,Mt. St. Mary,317
SUNY Geneseo,Stevens,317
Illinois Wesleyan,UW-Stevens Point,317
Ripon,UW-Superior,317
Scranton,Endicott,317
UW-Stevens Point,Illinois Wesleyan,317
UW-Superior,Ripon,317
Mt. St. Mary,Brockport St.,317
Brockport St.,Gettysburg,316
Carnegie Mellon,Washington & Lee,316
Gettysburg,Brockport St.,316
Washington & Lee,Carnegie Mellon,316
Endicott,Scranton,316
Gettysburg,SUNY Cobleskill,315
SUNY Cobleskill,Gettysburg,315
St. Joseph (CT),Johns Hopkins,312
Baldwin Wallace,Gettysburg,312
Gettysburg,Baldwin Wallace,312
Johns Hopkins,Trinity (CT),312
Johns Hopkins,St. Joseph (CT),312
Scranton,Washington & Jefferson,312
Washington & Jefferson,Scranton,312
Gustavus Adolphus,UW-Oshkosh,311
UW-Oshkosh,Gustavus Adolphus,311
Trinity (CT),Johns Hopkins,309
Bethel,UW-Whitewater,308
Bridgewater St.,Scranton,308
Scranton,Bridgewater St.,308
Transylvania,Trine,308
Trine,Transylvania,308
Catholic,Vassar,307
Vassar,Catholic,307
UW-Whitewater,Bethel,307
Gallaudet,Vassar,306
Montclair St.,SUNY Geneseo,306
SUNY Geneseo,Johns Hopkins,306
SUNY Geneseo,Montclair St.,306
Johns Hopkins,SUNY Geneseo,306
Vassar,Gallaudet,306
Immaculata,Randolph-Macon,304
Messiah,Trinity (CT),304
Randolph-Macon,Immaculata,304
St. Joseph (CT),Messiah,301
Carnegie Mellon,Trine,301
Cortland,Johns Hopkins,301
Johns Hopkins,Cortland,301
Messiah,St. Joseph (CT),301
Trinity (CT),Messiah,301
Trine,Carnegie Mellon,301
Brockport St.,Washington & Jefferson,300
Washington & Jefferson,Brockport St.,300
Washington & Jefferson,Southern Virginia,300
St. Joseph (CT),Elizabethtown,299
Elizabethtown,St. Joseph (CT),299
Immaculata,SUNY Cobleskill,299
Scranton,Tufts,299
Tufts,Scranton,299
SUNY Cobleskill,Immaculata,299
Brockport St.,Elizabethtown,298
Elizabethtown,Brockport St.,298
Gustavus Adolphus,Ripon,298
Ripon,Gustavus Adolphus,298
Calvin,DePauw,297
DePauw,Calvin,297
Southern Virginia,Washington & Jefferson,297
Elizabethtown,Trinity (CT),295
Trinity (CT),Elizabethtown,295
Immaculata,Southern Virginia,294
Wartburg,UW-Oshkosh,294
UW-Oshkosh,Wartburg,294
Southern Virginia,Immaculata,294
Scranton,La Roche,293
Wartburg,Illinois Wesleyan,293
La Roche,Scranton,293
Calvin,Illinois Wesleyan,292
Illinois Wesleyan,Calvin,292
Illinois Wesleyan,Wartburg,292
Calvin,Ohio Wesleyan,291
Cortland,Mass-Dartmouth,291
Mass-Dartmouth,Cortland,291
Elizabethtown,SUNY Cobleskill,291
SUNY Geneseo,Washington & Jefferson,291
Immaculata,Washington & Lee,291
Ohio Wesleyan,Calvin,291
Washington & Jefferson,SUNY Geneseo,291
Washington & Jefferson,Washington & Lee,291
Washington & Lee,Immaculata,291
Washington & Lee,Washington & Jefferson,291
La Roche,Trine,291
Trine,La Roche,291
SUNY Cobleskill,Elizabethtown,291
Calvin,UW-Whitewater,290
UW-Whitewater,Calvin,290
Calvin,Baldwin Wallace,288
Baldwin Wallace,Calvin,288
Brockport St.,Messiah,288
Messiah,Brockport St.,288
Mt. St. Mary,Catholic,288
Gallaudet,Mt. St. Mary,286
Bethel,UW-Oshkosh,286
Christopher Newport,Elizabethtown,286
Elizabethtown,Christopher Newport,286
Messiah,SUNY Cobleskill,286
Ripon,Wartburg,286
Wartburg,Ripon,286
Mt. St. Mary,Gallaudet,286
SUNY Cobleskill,Messiah,286
Vassar,Mt. St. Mary,285
UW-Oshkosh,Bethel,285
DePauw,UW-Whitewater,284
UW-Whitewater,DePauw,284
Carnegie Mellon,Scranton,283
Scranton,Carnegie Mellon,283
Calvin,Wisconsin Lutheran,282
SUNY Geneseo,Mt. St. Mary,282
Mt. St. Mary,SUNY Geneseo,282
Wisconsin Lutheran,Calvin,282
Montclair St.,Mass-Dartmouth,281
Mass-Dartmouth,Montclair St.,281
SUNY Geneseo,Vassar,281
Vassar,SUNY Geneseo,281
McMurry,Texas Lutheran,280
Texas Lutheran,McMurry,280
Brockport St.,Carnegie Mellon,279
Carnegie Mellon,Brockport St.,279
Wartburg,Wisconsin Lutheran,279
Wisconsin Lutheran,Wartburg,279
Illinois Wesleyan,UW-Oshkosh,277
Illinois Wesleyan,Trine,277
UW-Oshkosh,Illinois Wesleyan,277
Trine,Illinois Wesleyan,277
Christopher Newport,Messiah,276
Messiah,Christopher Newport,276
Brooklyn College,Mass-Dartmouth,275
Mass-Dartmouth,Brooklyn College,275
Cortland,Mt. St. Mary,274
Johns Hopkins,Vassar,274
Vassar,Johns Hopkins,274
Mass-Dartmouth,NYU,273
DePauw,Wisconsin Lutheran,273
NYU,Mass-Dartmouth,273
UW-Whitewater,Trine,273
Wisconsin Lutheran,DePauw,273
Trine,UW-Whitewater,273
St. Joseph (CT),Cortland,272
Cortland,St. Joseph (CT),272
Gettysburg,Vassar,272
Gustavus Adolphus,UW-Stevens Point,272
Vassar,Gettysburg,272
UW-Stevens Point,Gustavus Adolphus,272
Stevens,Mass-Dartmouth,270
Cortland,Trinity (CT),270
Mass-Dartmouth,Stevens,270
Illinois Wesleyan,Ripon,270
Ripon,Illinois Wesleyan,270
Trinity (CT),Cortland,270
Brockport St.,La Roche,268
Carnegie Mellon,SUNY Geneseo,268
SUNY Geneseo,Carnegie Mellon,268
La Roche,Brockport St.,268
Elizabethtown,Southern Virginia,267
SUNY Geneseo,Gettysburg,267
Gettysburg,SUNY Geneseo,267
Southern Virginia,Elizabethtown,267
Baldwin Wallace,Brockport St.,266
Brockport St.,Baldwin Wallace,266
UW-Stout,Wisconsin Lutheran,266
Wisconsin Lutheran,UW-Stout,266
Mass-Dartmouth,Merchant Marine,265
Merchant Marine,Mass-Dartmouth,265
Wisconsin Lutheran,Trine,265
Trine,Wisconsin Lutheran,265
Bethel,Ripon,263
Elizabethtown,Washington & Lee,263
Ripon,Bethel,263
Washington & Lee,Elizabethtown,263
Cortland,Gettysburg,262
Gettysburg,Cortland,262
La Roche,SUNY Geneseo,260
Gallaudet,La Roche,259
SUNY Geneseo,La Roche,259
La Roche,Gallaudet,259
Immaculata,Vassar,258
Vassar,Immaculata,258
Baldwin Wallace,SUNY Geneseo,257
SUNY Geneseo,Baldwin Wallace,257
Johns Hopkins,La Roche,257
La Roche,Johns Hopkins,257
Amherst,Cortland,255
Cortland,Amherst,255
UW-Stevens Point,UW-Superior,255
UW-Superior,UW-Stevens Point,255
Mt. St. Mary,Johns Hopkins,255
Wartburg,UW-Stevens Point,254
UW-Stevens Point,Wartburg,254
Centre,Ohio Wesleyan,253
